"","income","height","weight","age","marital","sex","education","afqt"
"1021",12000,60,163,54,"married","female",12,19.342
"1022",67000,74,250,52,"married","male",16,89.32
"1023",15542,65,185,55,"married","female",12,47.406
"1024",62000,73,200,53,"married","male",12,24.715
"1025",80000,74,183,49,"married","male",17,97.458
"1026",343830,68,150,55,"married","male",17,93.087
"1027",50000,69,190,54,"married","male",15,77.446
"1028",42000,72,350,53,"married","male",13,88.937
"1029",0,65,250,51,"married","female",12,60.833
"1030",30000,68,150,48,"divorced","male",14,96.289
"1031",0,72,230,54,"married","male",16,90.493
"1032",26880,68,295,49,"single","female",16,66.956
"1033",42450,66,285,52,"single","female",18,63.161
"1034",10000,63,165,51,"married","female",15,80.758
"1035",10000,65,190,53,"divorced","female",14,45.16
"1036",343830,71,275,50,"married","male",12,44.773
"1037",34104,65,260,56,"divorced","female",12,8.674
"1038",33000,66,210,55,"divorced","male",12,6.09
"1039",14000,66,183,53,"married","female",16,67.176
"1040",12000,62,120,51,"widowed","female",11,3.263
"1041",21000,64,140,52,"married","female",12,24.67
"1042",30000,68,160,55,"married","male",12,2.099
"1043",0,67,160,52,"divorced","male",10,13.552
"1044",22800,66,NA,52,"separated","female",12,35.947
"1045",1800,69,200,48,"married","female",14,30.909
"1046",35000,66,130,50,"married","female",12,44.428
"1047",0,65,150,49,"divorced","female",12,28.873
"1048",50000,66,165,50,"divorced","male",13,NA
"1049",98000,62,137,49,"divorced","female",18,30.59
"1050",52000,64,112,55,"married","female",12,77.51
"1051",40000,67,129,49,"divorced","female",16,48.275
"1052",36000,64,135,52,"married","female",12,22.337
"1053",25000,63,145,52,"married","female",12,19.853
"1054",38684,71,141,52,"divorced","male",11,43.214
"1055",3100,64,110,51,"divorced","female",10,40.716
"1056",0,65,199,52,"divorced","female",12,30.043
"1057",20000,66,175,54,"married","female",12,25.797
"1058",0,66,127,55,"married","female",16,24.669
"1059",35000,63,165,53,"married","female",12,79.584
"1060",62000,70,160,53,"married","male",12,52.176
"1061",34000,73,200,51,"single","male",16,69.185
"1062",53738,74,179,50,"married","male",12,69.556
"1063",69000,72,198,50,"married","male",14,19.563
"1064",0,64,165,49,"divorced","female",15,60.233
"1065",0,61,132,53,"married","female",11,25.929
"1066",15000,65,185,51,"divorced","male",12,21.06
"1067",30000,72,190,53,"married","male",18,95.429
"1068",14400,68,175,52,"married","female",14,84.972
"1069",44500,66,198,52,"married","female",19,65.249
"1070",78000,74,230,54,"married","male",15,70.283
"1071",93000,72,168,51,"separated","male",16,72.895
"1072",54000,68,122,50,"divorced","female",15,77.537
"1073",62000,72,210,52,"divorced","male",13,NA
"1074",95000,70,235,50,"divorced","male",16,90.317
"1075",343830,72,190,55,"married","male",16,33.184
"1076",48000,67,200,52,"married","male",12,60.11
"1077",100,71,176,50,"divorced","male",12,17.678
"1078",26000,63,112,51,"divorced","female",12,14.602
"1079",10370,66,155,49,"married","female",16,88.626
"1080",95000,70,225,50,"divorced","male",12,54.802
"1081",60000,63,120,48,"married","female",18,69.894
"1082",31500,66,NA,52,"married","female",16,92.892
"1083",40000,68,185,51,"married","male",16,NA
"1084",60000,65,155,51,"single","female",16,64.806
"1085",21000,68,280,51,"divorced","male",12,22.782
"1086",0,68,160,49,"divorced","male",12,33.418
"1087",35000,64,205,48,"married","female",12,27.228
"1088",2000,62,165,53,"divorced","female",12,14.232
"1089",0,70,160,50,"divorced","male",12,44.794
"1090",0,67,260,52,"married","female",10,0.637
"1091",26000,71,180,51,"single","male",12,67.922
"1092",46000,64,170,48,"divorced","female",14,70.988
"1093",10900,64,175,55,"married","female",12,43.417
"1094",0,64,198,56,"married","female",16,60.94
"1095",140000,74,205,48,"married","male",12,54.571
"1096",42000,77,195,54,"divorced","male",15,45.157
"1097",39771,60,175,53,"married","female",12,40.773
"1098",26000,63,200,55,"married","female",14,48.83
"1099",0,63,155,56,"married","female",9,43.768
"1100",24000,65,145,54,"married","female",12,29.107
"1101",0,70,215,51,"married","male",14,66.377
"1102",0,64,190,54,"married","female",14,83.875
"1103",24000,64,150,53,"married","female",12,21.965
"1104",35000,72,230,50,"married","male",12,68.017
"1105",41000,66,255,49,"single","female",16,87.899
"1106",60000,72,170,54,"married","male",16,55.357
"1107",3000,66,290,53,"single","female",16,99.819
"1108",343830,67,185,50,"single","female",20,99.486
"1109",88000,70,260,49,"single","male",16,96.046
"1110",0,72,230,49,"divorced","male",10,36.485
"1111",68000,70,193,53,"single","male",16,59.202
"1112",54600,65,136,51,"married","female",12,65.439
"1113",60000,70,195,49,"married","male",14,74.216
"1114",150000,74,350,50,"divorced","male",16,96.226
"1115",125000,72,258,49,"married","male",16,98.63
"1116",170000,70,245,48,"single","female",19,86.213
"1117",0,66,207,52,"married","female",16,97.825
"1118",52709,69,170,50,"married","male",12,53.399
"1119",39500,70,195,50,"married","male",12,49.697
"1120",0,68,250,50,"married","male",12,60.861
"1121",36000,65,152,53,"married","female",13,75.843
"1122",0,66,190,50,"married","female",16,93.451
"1123",63200,61,148,55,"divorced","female",12,51.871
"1124",135000,70,195,54,"married","male",12,62.029
"1125",22000,61,155,48,"widowed","female",14,1.532
"1126",60000,70,200,53,"married","male",11,0.471
"1127",0,64,155,51,"divorced","male",12,43.409
"1128",68000,62,151,48,"divorced","female",12,21.105
"1129",1300,68,270,52,"single","female",9,42.266
"1130",45600,67,250,50,"separated","female",9,2.274
"1131",0,62,153,52,"separated","female",12,2.532
"1132",21000,63,132,50,"separated","female",12,13.431
"1133",343830,71,290,49,"married","male",12,71.136
"1134",120000,73,180,55,"single","male",16,60.385
"1135",12000,63,135,55,"married","female",15,42.639
"1136",48000,67,169,54,"separated","female",12,51.885
"1137",0,60,267,52,"married","female",14,91.394
"1138",6000,66,235,50,"married","female",16,95.76
"1139",42000,70,240,49,"divorced","male",12,61.986
"1140",0,61,122,50,"divorced","female",12,26.343
"1141",0,66,180,50,"widowed","female",14,60.474
"1142",0,68,188,48,"divorced","male",12,36.896
"1143",25000,66,260,52,"single","male",12,19.718
"1144",52000,63,185,49,"divorced","female",15,6.066
"1145",150000,73,187,49,"married","male",16,96.168
"1146",0,73,220,49,"single","male",12,69.784
"1147",15000,68,120,55,"separated","male",11,29.823
"1148",0,62,145,49,"separated","female",14,18.407
"1149",135000,64,148,52,"married","female",19,81.37
"1150",120000,62,160,51,"married","female",20,91.124
"1151",85000,68,165,50,"married","male",12,70.9
"1152",36000,68,172,51,"married","female",12,36.938
"1153",0,73,180,51,"divorced","male",13,39.965
"1154",42000,70,172,55,"married","female",12,NA
"1155",36000,61,134,54,"married","female",13,12.831
"1156",0,68,153,52,"single","male",11,13.896
"1157",0,68,160,51,"single","male",9,0.32
"1158",5000,65,160,49,"divorced","male",12,7.259
"1159",0,66,175,48,"single","male",12,12.721
"1160",115000,70,185,51,"married","male",12,34.645
"1161",74000,62,100,49,"married","female",17,43.083
"1162",42000,69,200,49,"married","female",12,NA
"1163",0,68,185,52,"married","female",16,72.599
"1164",400,73,166,53,"married","male",14,76.35
"1165",74587,69,148,55,"single","male",16,68.547
"1166",0,63,165,52,"married","female",14,NA
"1167",0,67,140,54,"married","female",17,95.513
"1168",0,66,220,54,"single","female",20,73.632
"1169",0,66,187,56,"single","female",13,3.804
"1170",100000,72,190,49,"separated","male",13,56.157
"1171",150000,72,220,52,"married","male",12,NA
"1172",60000,64,143,52,"married","female",16,25.265
"1173",100000,65,195,54,"married","male",12,7.672
"1174",66000,69,189,49,"married","male",12,28.446
"1175",9600,67,135,51,"divorced","female",12,7.182
"1176",0,63,121,48,"married","female",14,36.181
"1177",0,67,289,53,"divorced","female",9,30.508
"1178",54000,58,158,55,"divorced","female",16,66.596
"1179",343830,66,136,51,"married","female",16,84.465
"1180",40000,66,150,50,"married","female",17,80.413
"1181",24000,64,135,54,"married","female",18,63.611
"1182",3000,64,145,49,"married","female",17,66.802
"1183",12000,66,180,50,"divorced","female",18,92.639
"1184",53000,69,165,52,"divorced","male",15,95.901
"1185",22000,59,100,54,"married","female",16,49.857
"1186",17507,78,140,52,"divorced","male",10,26.424
"1187",145000,71,190,52,"married","male",12,90.258
"1188",65000,68,300,52,"married","male",12,67.544
"1189",156000,73,185,55,"married","male",18,96.851
"1190",0,64,122,54,"divorced","female",14,46.668
"1191",0,61,156,54,"widowed","female",12,18.993
"1192",2800,71,190,53,"divorced","male",12,47.189
"1193",38000,62,212,52,"widowed","female",14,4.888
"1194",0,65,180,52,"married","female",12,5.521
"1195",0,71,200,50,"married","male",11,37.067
"1196",343830,65,135,50,"married","male",14,90.905
"1197",45000,65,155,49,"divorced","female",14,5.654
"1198",0,67,175,51,"married","male",12,9.773
"1199",71000,70,190,51,"married","male",16,69.733
"1200",0,72,180,51,"married","male",16,89.216
"1201",24000,62,175,54,"divorced","female",16,78.662
"1202",23000,66,170,50,"married","female",12,36.71
"1203",39520,60,153,48,"married","female",12,27.375
"1204",0,70,190,49,"single","male",10,14.38
"1205",40000,59,138,56,"married","female",15,28.644
"1206",0,60,124,50,"married","female",14,35.079
"1207",56000,64,140,51,"married","female",17,50.946
"1208",3000,65,197,52,"separated","female",14,46.099
"1209",91000,67,250,52,"married","male",11,28.861
"1210",50000,72,165,50,"married","male",13,73.734
"1211",80000,71,185,54,"divorced","male",15,39.081
"1212",13000,66,175,52,"married","male",12,70.068
"1213",69852,70,275,49,"married","male",14,81.518
"1214",45000,66,NA,50,"divorced","female",12,9.875
"1215",62000,67,230,50,"married","female",12,37.054
"1216",2000,65,135,50,"married","female",18,47.805
"1217",70000,69,178,48,"single","male",12,77.653
"1218",68000,70,195,51,"married","male",12,71.533
"1219",45000,70,175,49,"divorced","male",14,87.518
"1220",2000,65,190,51,"separated","female",14,NA
"1221",125000,62,110,55,"married","female",20,40.415
"1222",20000,63,180,51,"single","male",12,43.711
"1223",12000,63,270,49,"divorced","female",9,56.703
"1224",36000,63,125,49,"divorced","female",14,85.903
"1225",0,69,210,48,"married","female",14,49.292
"1226",27500,66,178,53,"married","female",13,92.644
"1227",20120,73,215,48,"divorced","male",12,77.562
"1228",88000,66,130,50,"separated","female",19,70.548
"1229",16000,71,165,53,"married","female",17,91.449
"1230",35000,76,245,48,"married","male",12,61.837
"1231",62000,69,195,53,"married","male",12,28.02
"1232",125000,66,128,54,"married","female",15,89.408
"1233",0,72,190,49,"married","male",14,53.687
"1234",65000,69,230,50,"married","male",9,26.227
"1235",35000,66,180,48,"married","male",10,16.592
"1236",0,66,150,51,"separated","male",9,20.562
"1237",68000,62,NA,51,"divorced","female",12,NA
"1238",0,62,137,51,"separated","female",9,13.736
"1239",0,68,250,48,"single","male",13,48.1
"1240",28000,70,242,50,"single","male",12,79.036
"1241",4200,68,175,55,"married","male",8,13.65
"1242",0,71,210,49,"single","male",11,10.564
"1243",0,72,190,48,"single","male",9,28.584
"1244",16000,61,165,55,"married","female",10,6.023
"1245",0,60,165,54,"divorced","female",14,NA
"1246",20000,68,230,51,"married","female",12,62.879
"1247",0,63,210,49,"married","female",12,10.991
"1248",0,66,147,52,"divorced","female",12,8.102
"1249",0,66,128,54,"married","female",9,2.225
"1250",35000,64,140,52,"married","male",12,30.175
"1251",0,69,160,50,"divorced","male",12,51.237
"1252",30000,66,190,55,"married","male",11,17.492
"1253",33000,62,215,50,"married","female",14,13.046
"1254",25000,64,145,48,"separated","female",12,6.12
"1255",0,64,155,52,"separated","female",12,22.108
"1256",93000,67,146,51,"divorced","female",18,92.678
"1257",16000,66,225,50,"married","female",16,74.942
"1258",343830,72,185,55,"married","male",19,73.252
"1259",89000,66,186,52,"divorced","female",14,74.288
"1260",0,67,129,51,"divorced","female",12,29.189
"1261",0,68,179,54,"married","male",14,34.652
"1262",40000,65,118,51,"divorced","female",12,63.435
"1263",132000,73,225,49,"married","male",18,80.983
"1264",42000,70,190,52,"divorced","male",12,11.373
"1265",78500,66,178,53,"married","female",17,75.798
"1266",44000,72,200,54,"married","male",12,38.374
"1267",26000,64,210,49,"married","female",14,40.414
"1268",900,65,206,53,"married","female",12,31.547
"1269",25000,68,210,53,"married","female",12,61.428
"1270",36000,68,225,52,"married","female",12,27.567
"1271",19000,63,180,52,"married","female",12,42.755
"1272",62000,69,210,50,"married","male",14,89.968
"1273",51000,66,156,55,"divorced","female",12,35.098
"1274",0,69,200,49,"married","male",13,26.004
"1275",21000,62,125,52,"married","female",12,62.593
"1276",0,67,190,54,"married","female",12,67.714
"1277",3200,70,204,53,"divorced","male",8,18.192
"1278",24000,68,240,49,"single","male",12,16.817
"1279",160000,72,195,51,"married","male",18,90.923
"1280",35000,63,148,55,"divorced","female",14,80.183
"1281",15000,66,185,54,"married","female",12,29.321
"1282",17500,66,215,53,"married","female",18,88.272
"1283",65000,65,205,51,"divorced","male",12,42.474
"1284",12000,66,200,49,"married","female",11,59.426
"1285",0,74,182,49,"divorced","male",12,42.428
"1286",65000,64,140,53,"married","female",16,65.232
"1287",25000,69,130,52,"single","male",12,9.128
"1288",56325,68,185,50,"married","male",12,42.279
"1289",39000,70,220,49,"married","male",12,13.298
"1290",40000,72,162,52,"married","male",12,46.449
"1291",110000,74,240,53,"married","male",14,84.709
"1292",46000,67,232,51,"married","female",18,85.085
"1293",26000,68,220,54,"married","male",12,24.004
"1294",58000,72,212,53,"married","male",12,NA
"1295",68000,68,268,48,"married","female",12,48.953
"1296",29000,66,127,51,"married","female",12,86.141
"1297",0,67,200,52,"married","female",18,97.146
"1298",55000,70,193,54,"married","male",13,54.291
"1299",60000,69,210,51,"single","male",12,55.765
"1300",78000,74,220,49,"married","male",12,75.861
"1301",85000,67,165,51,"married","female",13,49.375
"1302",24000,63,200,48,"divorced","female",14,41.544
"1303",60000,69,155,55,"married","male",20,95.324
"1304",80000,71,168,53,"married","female",16,87.805
"1305",52000,68,225,51,"married","male",12,27.775
"1306",70000,73,180,52,"married","male",12,74.519
"1307",0,73,130,49,"married","male",12,57.458
"1308",600,69,155,48,"single","male",14,57.75
"1309",15000,65,135,53,"married","female",12,2.063
"1310",71400,72,245,49,"married","male",17,39.286
"1311",58000,74,225,51,"divorced","male",12,66.523
"1312",18000,59,119,55,"married","female",12,31.904
"1313",23000,60,130,51,"married","female",12,53.586
"1314",0,63,232,55,"widowed","female",11,0.677
"1315",86000,66,120,55,"married","female",14,95.734
"1316",55000,72,175,51,"married","male",16,95.174
"1317",46000,72,170,51,"divorced","male",12,36.431
"1318",0,62,135,48,"single","female",12,32.119
"1319",12000,66,150,54,"married","female",16,78.782
"1320",14000,68,180,53,"married","female",15,64.7
"1321",150000,66,140,52,"married","female",16,65.749
"1322",0,67,180,50,"married","female",15,71.37
"1323",0,67,142,55,"divorced","female",12,2.193
"1324",80000,68,185,52,"married","male",14,82.351
"1325",0,71,160,55,"married","male",12,NA
"1326",25000,66,190,52,"married","female",12,41.857
"1327",0,65,381,49,"divorced","female",13,67.218
"1328",54000,77,375,51,"single","male",16,63.15
"1329",60000,65,127,51,"married","female",20,45.219
"1330",0,71,173,48,"divorced","male",16,46.049
"1331",40000,64,150,48,"married","female",18,87.413
"1332",49000,63,NA,51,"married","female",16,87.743
"1333",57000,65,180,50,"married","male",14,79.36
"1334",55000,74,185,53,"married","male",16,10.797
"1335",52000,75,195,52,"married","male",14,79.33
"1336",25000,73,180,51,"single","male",12,29.263
"1337",22000,67,230,49,"married","female",12,54.424
"1338",75000,70,190,55,"married","male",12,48.541
"1339",30000,65,150,53,"married","female",12,10.28
"1340",87000,69,220,52,"married","male",12,63.4
"1341",30000,72,180,55,"married","male",12,29.838
"1342",10000,63,115,51,"married","female",12,52.187
"1343",40000,69,170,51,"married","male",12,85.623
"1344",51000,60,200,50,"married","female",16,61.486
"1345",40000,68,160,50,"single","male",16,NA
"1346",38000,64,169,48,"married","female",16,67.619
"1347",32000,65,152,48,"divorced","male",12,80.742
"1348",18000,63,145,50,"married","female",18,64.089
"1349",97651,70,187,48,"single","male",14,29.377
"1350",102000,67,175,54,"married","male",14,88.419
"1351",0,64,143,53,"married","female",12,22.423
"1352",0,70,215,51,"divorced","male",12,5.142
"1353",40000,65,140,50,"married","female",12,59.974
"1354",46000,75,282,52,"married","male",12,15.656
"1355",23000,65,170,55,"married","female",12,63.26
"1356",42800,69,248,49,"married","male",12,24.185
"1357",23000,66,160,54,"widowed","female",14,34.322
"1358",26000,62,165,53,"widowed","female",14,75.484
"1359",12000,68,140,51,"married","female",14,33.083
"1360",37500,69,172,55,"single","male",12,53.612
"1361",12185,65,166,51,"married","female",12,NA
"1362",39000,70,230,50,"married","male",12,59.463
"1363",75000,64,170,48,"married","female",16,67.772
"1364",125000,67,235,52,"married","male",12,44.196
"1365",1000,75,276,49,"single","male",12,0.325
"1366",7000,63,150,51,"divorced","female",12,35.088
"1367",0,67,180,51,"divorced","female",12,13.023
"1368",120000,68,156,52,"married","female",16,94.43
"1369",99000,71,200,48,"married","male",16,84.088
"1370",343830,81,160,50,"married","male",16,87.827
"1371",70000,69,238,50,"married","male",16,92.051
"1372",32000,74,180,55,"married","male",16,75.4
"1373",0,65,155,52,"single","female",19,70.191
"1374",38000,62,197,52,"married","female",12,39.888
"1375",11300,63,150,52,"married","female",12,86.555
"1376",28000,70,185,52,"married","male",12,54.184
"1377",0,73,140,47,"married","male",12,6.573
"1378",60000,64,150,51,"married","female",16,67.793
"1379",48000,62,112,49,"married","female",19,29.83
"1380",29800,66,274,52,"married","male",12,72.231
"1381",32000,64,153,54,"married","female",12,60.008
"1382",343830,72,335,48,"married","male",14,23.959
"1383",0,71,190,53,"divorced","male",12,46.161
"1384",65000,70,240,52,"divorced","male",16,89.508
"1385",0,76,245,53,"divorced","male",13,NA
"1386",38000,71,250,51,"married","male",12,NA
"1387",0,63,160,53,"married","female",18,93.336
"1388",170000,74,170,54,"married","male",20,93.935
"1389",10000,68,190,55,"married","female",18,77.209
"1390",35000,67,220,49,"married","male",11,2.044
"1391",37000,74,375,48,"divorced","male",12,22.171
"1392",140000,72,210,50,"divorced","male",12,66.318
"1393",57000,70,260,52,"married","male",16,56.852
"1394",5310,62,132,49,"married","female",12,78.055
"1395",60000,66,165,50,"single","female",20,91.541
"1396",343830,72,190,50,"married","male",18,97.36
"1397",7523,70,223,50,"single","male",14,85.929
"1398",10000,67,170,51,"married","female",17,91.215
"1399",72000,72,172,55,"married","male",18,79.655
"1400",20000,70,245,48,"married","male",12,56.026
"1401",30000,63,175,48,"married","female",13,27.156
"1402",64000,71,163,53,"divorced","male",16,94.568
"1403",42000,70,168,50,"married","female",16,88.874
"1404",2000,67,140,48,"married","male",11,6.945
"1405",0,59,140,54,"divorced","female",7,4.867
"1406",16000,74,380,53,"married","male",12,68.805
"1407",0,73,200,52,"married","male",16,57.501
"1408",10000,65,190,49,"divorced","female",14,31.002
"1409",29279,64,150,50,"married","female",12,80.403
"1410",30000,67,147,49,"married","male",12,14.787
"1411",0,66,138,51,"married","female",16,88.199
"1412",343830,67,165,49,"married","female",18,39.555
"1413",13000,64,140,50,"married","female",12,43.82
"1414",0,63,165,55,"married","female",14,33.02
"1415",45000,62,190,50,"married","female",12,27.605
"1416",75000,70,175,50,"divorced","male",12,43.433
"1417",50000,68,205,52,"married","female",12,13.237
"1418",0,67,NA,50,"married","female",14,88.381
"1419",23000,66,160,48,"married","female",12,89.269
"1420",21000,64,240,53,"married","female",12,85.923
"1421",54000,67,166,51,"married","female",12,77.334
"1422",80000,72,205,55,"married","male",12,59.435
"1423",36808,62,140,55,"divorced","female",12,30.985
"1424",15000,64,150,55,"married","female",12,38.15
"1425",0,64,135,54,"married","female",12,38.187
"1426",0,71,165,53,"single","male",12,59.98
"1427",67831,70,235,52,"married","male",12,51.661
"1428",24000,62,220,49,"single","female",12,63.727
"1429",30000,68,250,55,"divorced","female",16,94.93
"1430",0,68,250,55,"single","female",18,91.686
"1431",28000,63,150,48,"married","male",13,54.815
"1432",30000,71,180,54,"divorced","male",12,39.837
"1433",53714,71,140,52,"married","male",12,48.513
"1434",39540,62,120,50,"married","female",14,56.782
"1435",38000,57,145,49,"married","male",12,22.22
"1436",0,73,145,50,"widowed","male",9,1.004
"1437",50000,70,224,55,"married","male",12,69.551
"1438",33906,70,230,54,"married","female",10,7.262
"1439",107000,67,140,55,"married","male",16,32.475
"1440",47500,70,220,53,"married","male",12,34.695
"1441",24000,63,172,51,"divorced","female",12,22.637
"1442",70000,65,230,50,"married","female",13,35.591
"1443",58800,72,234,54,"married","male",12,89.871
"1444",112000,73,250,53,"married","male",12,81.726
"1445",29000,64,156,55,"married","female",12,41.532
"1446",40000,64,113,55,"married","female",14,48.443
"1447",37600,64,192,55,"married","female",12,68.95
"1448",20000,65,150,54,"married","female",10,32.761
"1449",26000,74,240,54,"married","male",12,37.24
"1450",21000,70,205,51,"married","male",14,73.284
"1451",45000,74,180,49,"married","male",17,88.668
"1452",30000,66,165,54,"married","female",12,80.376
"1453",343830,70,185,50,"married","male",20,96.423
"1454",0,60,104,54,"widowed","female",12,15.43
"1455",125000,73,205,51,"married","male",12,16.465
"1456",33000,64,160,55,"married","female",16,60.326
"1457",29000,62,127,49,"divorced","female",13,51.624
"1458",7000,69,201,54,"married","female",12,23.368
"1459",46000,66,170,51,"married","female",16,60.172
"1460",0,62,215,48,"married","female",16,84.248
"1461",29000,66,165,51,"divorced","female",9,41.508
"1462",52000,62,152,52,"divorced","female",18,72.964
"1463",38000,69,165,51,"married","male",7,19.922
"1464",0,63,140,49,"separated","female",12,15.61
"1465",0,65,260,52,"married","female",12,37.305
"1466",0,63,155,51,"married","female",12,49.192
"1467",0,69,195,55,"married","female",12,11.193
"1468",145000,65,190,49,"married","female",16,55.993
"1469",42800,66,180,50,"married","female",15,48.488
"1470",18000,68,155,49,"married","female",10,9.566
"1471",58000,73,270,50,"married","male",12,18.212
"1472",36900,62,150,53,"single","female",17,55.103
"1473",52000,73,215,50,"married","male",12,71.84
"1474",69700,67,214,48,"married","female",12,40.889
"1475",40000,69,187,48,"married","male",16,15.355
"1476",55000,68,165,51,"married","male",11,35.041
"1477",6000,72,220,53,"single","male",16,94.079
"1478",60000,70,156,55,"married","male",12,61.172
"1479",0,65,320,53,"single","female",12,55.691
"1480",47000,75,230,51,"married","male",12,77.202
"1481",1360,69,210,50,"separated","female",15,63.751
"1482",27000,74,175,49,"single","male",15,90.353
"1483",26000,63,265,53,"single","female",12,46.721
"1484",17275,64,180,50,"married","female",12,37.209
"1485",0,66,185,51,"married","female",16,81.84
"1486",50500,66,141,48,"divorced","female",14,53.265
"1487",26000,78,250,54,"married","male",12,37.901
"1488",10000,65,135,55,"divorced","female",12,63.872
"1489",95000,75,330,53,"divorced","male",16,66.343
"1490",40000,72,246,49,"married","male",8,2.67
"1491",36000,64,145,49,"married","female",14,83.656
"1492",100000,68,210,54,"married","male",12,28.73
"1493",74200,64,151,49,"married","female",19,64.628
"1494",5695,66,250,52,"married","female",12,26.635
"1495",55000,72,235,52,"divorced","male",16,88.021
"1496",71000,68,220,51,"married","male",14,68.018
"1497",50000,69,240,50,"married","male",16,74.954
"1498",58000,67,175,51,"married","male",16,25.417
"1499",55000,72,270,49,"married","male",14,35.637
"1500",64000,71,260,52,"separated","male",12,61.735
"1501",3200,63,145,50,"married","female",12,37.546
"1502",45000,64,154,55,"married","female",12,10.247
"1503",44600,65,130,51,"separated","female",14,41.967
"1504",59488,71,167,53,"married","male",12,NA
"1505",50018,76,275,48,"married","male",15,72.005
"1506",8000,60,138,48,"married","female",8,1.15
"1507",40000,72,165,51,"married","male",12,45.257
"1508",75000,73,250,52,"married","male",14,49.559
"1509",95000,70,235,50,"married","male",14,56.926
"1510",35000,73,200,48,"single","male",12,17.457
"1511",82000,73,212,50,"divorced","male",18,78.361
"1512",45000,65,195,52,"married","female",16,22.95
"1513",29000,76,450,54,"married","male",12,32.061
"1514",0,71,187,55,"married","male",8,NA
"1515",50000,65,135,52,"married","female",12,NA
"1516",0,69,161,49,"divorced","male",13,13.425
"1517",0,64,210,55,"married","female",12,42.225
"1518",60000,66,260,48,"married","female",17,96.691
"1519",29000,65,200,52,"single","female",12,36.411
"1520",36000,74,275,49,"single","male",16,81.08
"1521",23000,63,185,50,"divorced","female",12,26.932
"1522",44000,65,150,51,"married","female",14,61.699
"1523",35000,70,176,49,"separated","male",14,70.593
"1524",0,68,185,50,"divorced","male",12,23.7
"1525",60000,69,180,49,"married","male",13,18.385
"1526",0,62,161,48,"married","female",12,24.295
"1527",38000,69,215,51,"single","female",12,20.545
"1528",0,67,180,49,"single","female",12,23.03
"1529",0,73,160,48,"single","male",12,17.477
"1530",24000,70,235,49,"married","female",14,34.895
"1531",26000,60,125,51,"married","female",12,82.989
"1532",40000,70,180,52,"married","male",12,49.406
"1533",14142,61,143,54,"married","female",14,43.91
"1534",65000,74,240,48,"married","male",16,63.184
"1535",32000,71,210,50,"married","male",12,56.923
"1536",108500,72,225,55,"married","male",16,97.867
"1537",12000,65,215,55,"divorced","female",16,89.867
"1538",38373,67,208,54,"married","male",16,92.442
"1539",80000,70,228,50,"separated","male",12,39.914
"1540",250,64,170,48,"married","female",10,17.081
"1541",69000,63,153,50,"married","female",12,16.597
"1542",19000,72,225,52,"married","male",12,10.061
"1543",23000,69,164,53,"married","male",12,36.775
"1544",32000,62,160,51,"single","female",12,64.933
"1545",55000,65,165,48,"married","female",16,88.797
"1546",60000,68,186,48,"married","female",12,44.225
"1547",80000,77,235,48,"separated","male",16,46.278
"1548",20000,68,178,51,"married","female",16,47.958
"1549",0,64,130,53,"married","female",12,51.156
"1550",65000,67,180,51,"married","female",18,92.195
"1551",130000,68,160,50,"divorced","male",16,97.213
"1552",0,63,90,51,"divorced","female",11,7.8
"1553",64000,66,180,52,"divorced","female",16,77.208
"1554",21000,64,134,53,"single","female",13,78.739
"1555",0,64,174,53,"married","female",12,68.218
"1556",28000,63,192,49,"widowed","female",10,2.409
"1557",0,63,172,49,"married","female",12,9.393
"1558",10000,62,170,50,"married","female",10,6.124
"1559",0,63,260,52,"widowed","female",11,8.956
"1560",0,63,275,49,"single","female",9,10.357
"1561",0,62,130,48,"married","female",12,5.171
"1562",0,59,140,50,"single","female",13,31.476
"1563",0,68,180,49,"single","male",11,0.069
"1564",11900,61,174,51,"single","female",14,26.578
"1565",5500,63,150,51,"divorced","female",13,16.199
"1566",24000,68,180,49,"married","male",12,7.878
"1567",45000,68,230,50,"single","male",15,57.599
"1568",800,72,300,53,"separated","male",12,42.749
"1569",0,66,195,50,"married","female",13,20.49
"1570",9000,70,170,48,"single","male",12,5.007
"1571",0,67,245,53,"separated","female",10,3.045
"1572",0,60,155,50,"single","female",12,23.549
"1573",28000,69,250,51,"divorced","male",12,3.375
"1574",14000,61,180,53,"married","female",12,21.855
"1575",15000,62,163,50,"married","female",12,18.606
"1576",68000,66,168,52,"divorced","female",12,58.78
"1577",0,68,190,48,"single","male",14,3.021
"1578",0,66,160,49,"married","female",8,6.793
"1579",35000,62,110,48,"married","female",12,49.501
"1580",100000,70,180,48,"married","male",12,62.253
"1581",93500,69,190,49,"married","male",16,96.662
"1582",45000,68,177,52,"separated","female",15,77.514
"1583",0,62,110,55,"married","female",12,9.608
"1584",0,60,175,55,"married","female",12,37.632
"1585",42000,65,132,52,"separated","female",14,95.913
"1586",100000,62,140,55,"married","female",18,72.013
"1587",0,61,115,47,"married","female",18,96.655
"1588",32000,68,155,52,"married","female",16,92.33
"1589",27000,67,145,48,"married","female",16,78.609
"1590",0,65,295,49,"married","female",17,93.861
"1591",105000,74,215,48,"married","male",16,95.949
"1592",170000,68,150,49,"married","female",16,68.092
"1593",15000,64,190,54,"married","female",14,39.889
"1594",10000,65,130,49,"divorced","female",19,30.73
"1595",100000,61,154,53,"divorced","female",16,96.456
"1596",58000,64,157,55,"married","female",16,97.706
